"#","Institution Name","City","State","Latitude","Longitude"
"1885","University of Santo Tomas Botanical Garden","Manila","","14.6021","120.9996"
"1886","Katala Foundation","Puerto Princesa City","Palawan","9.7940596","118.7443399"
"1887","Philippine National Botanic Garden","Quezon","","12.2802","119.8816"
"1888","Arboretum of the University of the Philippines","Quezon City","","14.6628","121.0653"
"1889","Fern and Nature Society of the Philippines Inc.","Rodriquez, Rizal","Philippines","14.744493","121.151199"
"1890","Northwestern University Ecotourism Park & Botanic Gardens","San Nicolas","Ilocos Norte",NA,NA
"1891","Philippine National Botanic Garden","Siniloan","","14.4417","121.4225"
"1892","Ogrod Botaniczny Instytut Hodowli i Aklimatyzacji Roslin w Radzikowie","Bydgoszcz","kujawsko-pomorskie","53.1683","18.0470"
"1893","Ogród Botaniczny Lesnego Parku Kultury i Wypoczynku ""Myslecinek""","Bydgoszcz","kujawsko-pomorskie","53.1711","18.0505"
"1894","Ogród Botaniczny Uniwersytetu Kazimierza Wielkiego w Bydgoszczy","Bydgoszcz","kujawsko-pomorskie","53.06","18.00"
"1895","Arboretum Lesne im. prof. S. Bialoboka w Nadlesnictwie Sycow","Dziadowa Kloda","dolnoslaskie","51.22","17.72"
"1896","Ogród Roslin Leczniczych Gdanskiego Uniwersytetu Medycznego","Gdansk","pomorskie","54.3934","18.6222"
"1897","Arboretum Glinna","Glinna","zachodniopomorskie","51.7371","18.6712"
"1898","Arboretum Osrodka Kultury Lesnej w Goluchowie","Goluchow","wielkopolskie","51.8504","17.9315"
"1899","Golubienski Ogród Botaniczny","Golubie","pomorskie","54.2257","18.0153"
"1900","Podlaski Ogród Ziolowy","Grodzisk","podlaskie","51.17","17.16"
"1901","Arboretum przy Nadlesnictwie Marcule","Ilza","mazowieckie","51.25","21.27"
"1902","Ogród Botaniczny ""Arboretum Wirty""","Kaliska","pomorskie","53.9281","18.1838"
"1903","Geopark Kielce","Kielce","swietokrzyskie","50.87","20.67"
"1904","Kornik Arboretum","Kórnik","wielkopolskie","52.244722","17.099167"
"1905","Botanic Garden of the Jagiellonian University","Kraków","malopolskie","50.0666","19.9666"
"1906","Garden of Medicinal Plants, Maj Institute of Pharmacology, Polish Academy of Sciences","Krakow","malopolskie","50.0646","19.9449"
"1907","Ogród Dendrologiczny w Orlu","Liniewo","pomorskie","54.11","18.18"
"1908","Hortus Plantarum Medicarum","Lodz","","51.7592","19.4559"
"1909","Hortus Pharmacognosticus","Lublin","","51.2464","22.5684"
"1910","Ogród Botaniczny Uniwersytetu im. Marii Curie-Sklodowskiej w Lublinie","Lublin","lubelskie","51.2779","22.5062"
"1911","Lesny Ogród Botaniczny w Marszewie","Marszewo","pomorskie","54.5199","18.4165"
"1912","Ogród Botaniczny w Niegoszczy","Mielno","","54.240948","16.00971"
"1913","Slaski Ogród Botaniczny w Mikolowie (Silesian Botanical Garden in Mikolow)","Mikolów","slaskie","50.1758","18.8447"
"1914","Arboretum Lesnego Banku Genów Kostrzyca","Milków","dolnoslaskie","51.17","17.16"
"1915","Uniwersytet Przyrodniczy w Poznaniu Zaklad Doswiadczalno-Dydaktyczny Arboretum Lesne w Zielonce","Murowana Goslina","wielkopolskie","52.56","17.03"
"1916","Forest Arboretum of Forest District Kudypy","Olsztyn","warminsko-mazurskie","50.7508","19.2692"
"1917","Center for Biological Diversity Conservation- Seed Bank","Powsin","Warsaw","52.1052","21.0980"
"1918","Adam Mickiewicz University Botanical Garden in Poznan","Poznan","wielkopolskie","52.4063","16.9251"
"1919","Ogród Dendrologiczny Uniwersytetu Przyrodniczego w Poznaniu","Poznan","wielkopolskie","52.42","16.96"
"1920","Ogród farmakognostyczny Uniwersytetu Medycznego w Poznaniu","Poznan","wielkopolskie","52.4260","16.9001"
"1921","Ogród Roslin Leczniczych Instytutu Wlókien Naturalnych i Roslin Zielarskich w Plewiskach","Poznan","wielkopolskie","52.4063","16.9251"
"1922","Palmiarnia Poznanska","Poznan","wielkopolskie","52.4020","16.9014"
"1923","Arboretum w Przelewicach","Przelewice","zachodniopomorskie","53.1099","15.1036"
"1924","Arboretum i Zaklad Fizjografii w Bolestraszycach","Przemysl","podkarpackie","49.7985","22.7447"
"1925","Arboretum Bramy Morawskiej w Raciborzu","Racibórz","slaskie","50.0889","18.2237"
"1926","Slaski Ogród Botaniczny w Radzionkowie (Silesian Botanical Garden in Radzionkow)","Radzionków","slaskie","50.41","18.89"
"1927","Rogów Arboretum of Warsaw University of Life Sciences","Rogów","lódzkie","51.8166","19.8833"
"1928","Arboretum Karnieszewice","Sianów","","54.270269","16.327297"
"1929","Ogród Botaniczny ""Egzotarium Ogród Botaniczny""","Sosnowiec","","50.283937","19.104795"
"1930","Ogród Zoobotaniczny w Toruniu","Torun","","53.009523","18.590428"
"1931","Polish Academy of Sciences Botanical Garden Center for Biological Diversity Conservation in Powsin","Warsaw","mazowieckie","52.2296","21.0122"
"1932","Warsaw University Botanic Garden","Warsaw","mazowieckie","52.2166","21.0166"
"1933","Arboretum Wojslawice w Niemczy - filia Ogrodu Botanicznego Uniwersytetu Wroclawskiego","Wroclaw","dolnoslaskie","51.1078","17.0385"
"1934","Ogród Botaniczny Uniwersytetu Wroclawskiego","Wroclaw","dolnoslaskie","51.1078","17.0385"
"1935","Ogród Roslin Leczniczych Uniwersytetu Medycznego we Wroclawiu","Wroclaw","dolnoslaskie","53.9591","20.4302"
"1936","Miejski Ogród Botaniczny w Zabrzu","Zabrze","slaskie","50.32","18.76"
"1937","Górski Ogród Botaniczny Instytutu Ochrony Przyrody PAN (Mountain Botanical Garden)","Zakopane","malopolskie","49.2991","19.9495"
"1938","Ogród Botaniczny Uniwersytetu Zielonogórskiego","Zielona Góra","lubuskie","51.9213","15.4981"
"1939","Ogród Botaniczny w Lodzi","Lódz","lódzkie","51.7592","19.4559"
"1940","National Museum ""de História Natural e da Ciência""- Seed Bank","","Lisbon","38.7177","-9.1509"
"1941","Jardim Botânico Casa da Cerca","Almada","","38.6835","-9.1593"
"1942","Jardim Botânico da Universidade de Coimbra","Coimbra","","40.2145","-8.4402"
"1943","Jardim Botanico da Madeira","Funchal","Madeira","32.646313","-16.909706"
"1944","The Hanging Gardens of Madeira (National Tropical Botanic Garden)","Funchal","Madeira Island Funchal","32.6488816","-16.9250986"
"1945","Jardim Botânico do Faial","Horta - Faial","Açores","38.33353","28.38255"
"1946","Seed Bank of Azores - Jardim Botanico do Faial","Horta - Faial","Açores","38.33353","28.38255"
"1947","Jardim Botanico da Ajuda","Lisboa","","38.7095","-9.1965"
"1948","Parque Botânico da Tapada da Ajuda","Lisboa","","38.7066","-9.1766"
"1949","Jardim Botânico da Universidade de Lisboa","Lisbon","Lisboa","38.7649","-9.0961"
"1950","Jardim Botânico da Universidade de Lisboa SEED BANK","Lisbon","Lisboa","38.7649","-9.0961"
"1951","Jardim Botânico Tropical","Lisbon","","38.699444","-9.202222"
"1952","Estacao Agronomica Nationale","Oeiras","","38.6885","-9.3201"
"1953","Instituto de Botanica 'Gonçalo Sampaio'","Porto","Portugal","41.1562","-8.6573"
"1954","Jardim Jose do Canto","Sâo Miguel","Acores","37.7879","-25.7357"
"1955","Barrocal Botanic Garden MGAP","Silves","Algarve","37.1867596","-8.4073193"
"1956","Parques de Sintra - Monte da Lua S.A.","Sintra","","38.79","-9.42"
"1957","Jardim Botânico da Universidade de Trás-os-Montes e Alto Douro","Vila Real","","41.2961","-7.7460"
"1958","Institute of Sustainable Biotechnology","Barranquitas","","18.1845559","-66.3182323"
"1959","Heliconia Society of Puerto Rico - multisite collection","Carolina","PR","18.448057","-66.036723"
"1960","Palmas Botanical Gardens","Humacao","","18.1544","-65.8193"
"1961","Montoso Gardens","Maricao","","18.10","-67.00"
"1962","Tropical Agricultural Research Station","Mayaguez","","18.2012","-67.1395"
"1963","Arboretum and Casa Maria Gardens","San German","","18.0815","-67.0448"
"1964","Arboretum Parque Dona Ines","San Juan","PR","18.387532","-66.028537"
"1965","Jardin Botanico de la Universidad de Puerto Rico","San Juan","PR","18.3871","-66.0555"
"1966","Qur'anic Botanic Garden","Doha","Qatar","25.2893292","51.4594191"
"1967","Conservatoire Botanique National de Mascarin","Saint Leu","","-21.2240","55.3361"
"1968","Conservatoire Botanique National de Mascarin","SAINT LEU","","-21.13774","55.29545"
"1969","Jardin d'Eden RÉUNION","St Gilles Les Bains","","-21.1151","55.5363"
"1970","Arboretum","St. Denis","","-20.8732","55.4603"
"1971","Botanic Garden ""Jardin de l'Etat""","St.denis","","-20.8732","55.4603"
"1972","Gradina Botanica a Instutui Agronomic ""N. Balcesu""","Bucarest","","44.4479","26.0978"
"1973","Gradina Botanica a Universitatii din Bucuresti","Bucarest","","44.4479","26.0978"
"1974","Gradina Agro-Botanica din Cluj-Napoca","Cluj-Napoca","","46.7600","023.5733"
"1975","Gradina Botanica ""Alexandru Borza"" a Universitatii din Cluj-Napoca","Cluj-Napoca","Cluj","46.7858","23.6869"
"1976","Gradina Botanica a Univsersitatii ""Ovidius"" din Constanta","Constanta","","44.2583","28.0328"
"1977","Gradina Botanica a Universitatii din Craiova","Craiova","","44.3182","23.8016"
"1978","Gradina botanica a Complexului Muzeal de Stiintele Naturii din Galati","Galati","","45.7807","27.6916"
"1979","Gradina Botanica a `Anastasie Fatu`, Iasi","IASI","","47.2487","27.3489"
"1980","Gradina Botanica","Jibou","","47.2650","23.2614"
"1981","Gradina Botanica Macea","Macea","","46.3727","21.3327"
"1982","Gradina Botanica Macin","Macin","","45.2538","28.1327"
"1983","Arboretumul Simeria","Simeria","","45.8476","23.0012"
"1984","Suceava Genebank","Suceava","","47.636422","26.240279"
"1985","Gradina Botanica Targu Mures","Targu-Mures","","46.5362","24.5559"
"1986","L'Arboretum Bazos","Timisoara","","45.7479","21.2251"
"1987","Gradina Botanica din Tulcea","Tulcea","","45.0722","28.8769"
"1988","Polar-Alpine Botanical Garden-Institute","Apatity","Murmansk region","67.6325","33.7239"
"1989","Dendropark of the Northern Research Institute of Forestry","Arkhangelsk","","64.2945","40.4641"
"1990","Dendropark of the Technical University","Arkhangelsk","","64.5369","40.5655"
"1991","Altai State University Botanic Garden / ????????? ??????????????? ???????????","Barnaul","Atlai krai","53.3563","83.7616"
"1992","Dendrogarden of the Siberian Res. Hort. Institute","Barnaul","","53.3563","83.7616"
"1993","Botanical Garden of Belgorod State University","Belgorod","","50.5966","36.6092"
"1994","Botanical Garden of the Belgorod State National Research University","Belgorod","","50.5930131","36.5773703"
"1995","Dendropark of I.V. Michurin","Berdsk","","54.7635","83.1034"
"1996","Amur Botanical Garden / ???????? ???????????? ???","Blagoveshensk","","55.7557","37.6176"
"1997","The Botanical Garden and Arboretum","Bryansk","","53.3106","34.3003"
"1998","Cheboksary Botanical Garden","Cheboksary","","56.1374","47.2440"
"1999","Cheboksary Branch of the Main Botanical Garden","Cheboksary","","56.1374","47.2440"
"2000","Botanical Garden of Chelyabinsk State University / ???????????? ??? ???????????? ?. ????.","Chelyabinsk","Chelyabinsk oblast","55.177051","61.31893"
"2001","Trans-Baikal Botanical Garden / ????????????? ???????????? ???","Chita","","52.0454","113.4986"
"2002","Dendropark of Sachalin Forestry Station","Dolinsk","","47.3343","142.7922"
"2003","Sverdlovsk Dendrological Park","Ekaterinburg","","56.8378","60.5968"
"2004","Ural State University Botanical Garden","Ekaterinburg","","56.8378","60.5968"
"2005","Uralsky Garden of Medical Cultures","Ekaterinburg","","56.8378","60.5968"
"2006","Administracia Ocobo Ohraniaemyh Teritoriy","Essentuki","","44.0498","42.8572"
"2007","Arboretum","Giaginskiy","","44.8509","40.1948"
"2008","Botanical Garden Gorky State University","Gorky","","56.2800","41.6900"
"2009","Gorno-Altai Botanical Garden / ?????-????????? ???????????? ???","Gorno-Altai","Atlai krai","51.9581","85.9712"
"2010","Botanical Garden Checheno-Ingush Pedagogic Institute","Grozny","","57.5391","71.9646"
"2011","Botanical Garden of Irkutsk State University","Irkutsk","Irkutsk oblast","52.2666","104.3333"
"2012","Dendrological Garden VNIILM","Ivanteyevka","","55.9869","37.9695"
"2013","Botanical Garden of Udmurtija State University / ???????????? ??? ?????????? ??????????????","Izgevsk","Udmurt republic","56.8426","53.2244"
"2014","The Botanical Garden of the Pedagogical Institute","Jaroslavl","","57.6301","39.8656"
"2015","Botanical Garden Kalinin","Kalinin","","47.2498","39.5219"
"2016","Botanical Garden of Immanuel Kant Baltic Federal University","Kaliningrad","Kaliningrad oblast","54.7115","20.5099"
"2017","Arboretum of the Research Institute of","Kamyshin","","50.0825","45.3926"
"2018","Botanic Garden of Kazan State University","Kazan","","55.7965","49.1081"
"2019","Kazan Zoobotanic Garden","Kazan","","55.7965","49.1081"
"2020","Arboretum","Khabarovsk","","48.4767","135.0940"
"2021","Botanic Gardens Kirov Pedagogical Institute","Kirov","","58.5960","49.6626"
"2022","Dendrologial Park","Kluchevskoi","","56.8328","60.5623"
"2023","The Dendrarium Kubansk Agricultural Institute","Krasnodar","","45.0421","38.9806"
"2024","The Kubansk State University Botanical Garden","Krasnodar","","45.0421","38.9806"
"2025","V.N. Sukachev Institute of Forest SB RAS, Federal Research Center 'Krasnoyarsk Science Center' SB RA","Krasnoyarsk","Krasnoyarsky krai","55.987628","92.762446"
"2026","Botanical Garden Kursk","Kursk","","51.7402","36.1848"
"2027","Forest Steppe Experimental Plant Breeding Station","Lipetsk","","52.6059","39.5876"
"2028","Botanic Garden of the Bioproblem Institute","Magadan","","59.5563","150.8130"
"2029","Mountain Botanical Garden of the Dagestan Scientific Centre / ?????? ???????????? ??? ??? ???","Makhachkala","Republic of Dagestan","42.9727","47.4935"
"2030","Botanical Garden of Adiygeja State University / ???????????? ??? ??????????? ???????????????","Maykop","Republic of Adygeya","44.6091","40.1132"
"2031","Dendrological Park","Meshcherskoje","","55.6730","37.4143"
"2032","Botanic Garden of Scientific-Production Unity","Moscow","","55.7557","37.6176"
"2033","Botanical Garden of Moscow Palace of Pioneers","Moscow","Moscow","55.70284","37.5547"
"2034","Botanical Garden of the I.M. Sechenov First Moscow Medical University","Moscow","","55.7557","37.6176"
"2035","Botanical Garden,All-Russian Research Institute of Medicinal and Aromatic Plants (VILAR)","Moscow","Moscow oblast","55.7557","37.6176"
"2036","Main Botanical Garden, Russian Academy of Sciences","Moscow","","55.7557","37.6176"
"2037","Moscow State University Apothecary Garden / ???????????? ??? ??? «??????????? ??????»","Moscow","Moscow oblast","55.77877","37.63522"
"2038","Moscow State University Botanical Garden","Moscow","Moscow oblast","55.7557","37.6176"
"2039","S.I. Rostovtsev Botanical Garden","Moscow","Moscow oblast","55.7557","37.6176"
"2040","Hortus Botanicus Kabardino-Balkar State Farm","Nalchik","","43.4869","43.6029"
"2041","Botanical Garden Kabardino-Balkars","Naltchik","","43.4558","43.4399"
"2042","Botanical Garden of Nizhny Novgorod State University /  ???????????? ??? ?????????????? ?. ????.","Nizhny Novgorod","Nizhny Novgorod oblast","56.3299","44.0091"
"2043","The Botanical Garden","Novo-aleksandrovsk","","45.5022","41.2090"
"2044","Botanic Gardens of Experimental Forestry","Novosibirsk","","55.0392","82.9278"
"2045","Central Siberian Botanical Garden, Siberian Branch, Russian Academy of Sciences","Novosibirsk","Novosibirsk Oblast","55.0392","82.9278"
"2046","Novosibirsk Dendropark","Novosibirsk","","55.0392","82.9278"
"2047","Arboretum Sovhoz 'Dekorativnyje Kultury'","Omsk","","54.9709","73.3937"
"2048","The Botanical Garden, Agricultural Institute","Omsk","","54.9709","73.3937"
"2049","Botanical Garden of Penza Agricultural Institute","Penza","","53.2009","45.0104"
"2050","The Botanical Garden of the Pedagogical Institute","Penza","","53.2009","45.0104"
"2051","Arboretum of Pereslavi","PERESLAVL' ZALESSKLY","","56.7347","38.8874"
"2052","The State University Botanical Garden","Perm","","57.9971","56.2352"
"2053","Botanic Garden of Petrozavodsk State University","Petrozavodsk","Karelia","61.7822","34.3620"
"2054","Arboretum Perkal Botanical Institute","Pyatigorsk","","44.0459","43.0587"
"2055","Botanical Garden of Pyatigorsk State Pharmaceutical Academy","Pyatigorsk","Stavropolskij Krai","44.048625","42.979615"
"2056","Botanical Garden of Rodniki Anti-Tuberculosis Health Centre","Rodnikovskiy region","Ivanovskaia oblast","44.5229","42.0190"
"2057","Botanical Garden of the Tuberculosis Clinic","Rodnyky","","57.1089","41.7377"
"2058","Botanical Garden of the Southern Federal University / ???????????? ??? ?????? ???????????? ?????????","Rostov-on-Don","Rostov oblast","47.2331","39.7150"
"2059","The Botanical Garden State University","Samara","","53.2021","50.1596"
"2060","Mordovskaya State University Botanical Garden / ???????????? ??? ?????????? ??????????????","Saransk","Republic of Mordovia","54.1813","45.1756"
"2061","Arboretum of Saratov Institute of Agriculture","Saratov","","51.5332","46.0345"
"2062","Saratov State University Botanic Garden","Saratov","","51.5332","46.0345"
"2063","Dendrarium 'Belye Nochi'","Sochi","","43.6115","39.7224"
"2064","Dendrologial Park 'South Cultures'","Sochi","","43.6115","39.7224"
"2065","Dendrologial Park of the M.V. Frunze Sanatorium","Sochi","","43.6147","39.7152"
"2066","Parks of Large Sochi","Sochi","","43.6115","39.7224"
"2067","Research Institute of Mountain Forestry and","Sochi","","43.6115","39.7224"
"2068","Botanic Garden of the Solovki History","Solovki","","64.5369","40.5655"
"2069","Botanical Garden of Solovetzkiy","Solovkii","","63.7102","43.0057"
"2070","All Russian N.I. Vavilov Research Institute Botanic Garden","St Petersburg","","59.9390","30.3157"
"2071","Botanic Garden of St. Petersburg Forestry Academy / ???????????? ??? ?????-????????????? ?????????","St. Petersburg","Leningrad oblast","59.9390","30.3157"
"2072","Botanical Garden of St. Petersburg State University / ???????????? ??? ?????","St. Petersburg","Leningrad oblast","59.9390","30.3157"
"2073","Peter the Great Botanical Garden of the V.L. Komarov Botanical Institute","St. Petersburg","Leningrad oblast","59.5816","30.1922"
"2074","Stavropol Botanical Garden","STAVROPOL","","45.0391","41.9821"
"2075","Botanic Garden","Suktuvkar","","61.6818","50.8127"
"2076","The Dendrarium","Svobodnyy","","51.3936","128.1232"
"2077","Botanic Garden of Syktyvkar State University","Syktyvkar","","61.6818","50.8127"
"2078","The Botanical Garden of the Biological Institute","Syktyvkar","","61.6818","50.8127"
"2079","The Botanical Garden of the Biological Institute","Syktyvkar","","61.6818","50.8127"
"2080","Dendrological Park of Volga-Kama State Preserve","Tatarstan","","55.3250","50.7605"
"2081","Siberian Botanical Garden of Tomsk State University / ????????? ???????????? ??? ???","Tomsk","Tomsk oblast","56.4639","84.9625"
"2082","Station of Northern Horticulture","Tomsk","","56.4639","84.9625"
"2083","Botanic Garden of Tver State University","Tver","","56.8666","35.9333"
"2084","South-Ural Botanical Garden-Institute – Subdivision of the Ufa Federal Research Centre of the Russia","Ufa","Republic of Bashkortostan","54.4341","56.0034"
"2085","Gornotaietchna Station","Ussuriysk","","43.8162","131.9893"
"2086","Botanic Garden of the Gorskiy Agricultural University","Vladikavkaz","","43.0312","44.6757"
"2087","Botanical Garden-Institute of the Far Eastern Branch, Russian Academy of Science","Vladivostok","","43.223889","131.993611"
"2088","Arboretum of the All-Union Institute of","Volgograd","","48.7180","44.5046"
"2089","Arboretum of the Lenin Channel","Volgograd","","48.7180","44.5046"
"2090","Botanical Garden of Volgograd State Pedagogical University","Volgograd","","48.7180","44.5046"
"2091","Volgograd Regional Botanical Garden","Volgograd","","48.7180","44.5046"
"2092","Botanic Garden Botanika","Vologda","Vologda Region","59.2544765","39.8632679"
"2093","The B.M. Kozo-Polyansky Botanical Garden of Voronezh State University","Voronezh","Voronezh oblast","51.6600","39.1974"
"2094","Botanical Garden of the North-Eastern Federal University (NEFU) /  <U+0411><U+043E><U+0442><U+0430><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438><U+0439> <U+0441><U+0430><U+0434> <U+0421><U+0435><U+0432><U+0435><U+0440><U+043E>-<U+0412><U+043E><U+0441><U+0442><U+043E><U+0447><U+043D><U+043E><U+0433>","Yakutsk","Republic of Sakha (Yakutia)","62.016906","129.703827"
"2095","Yakut Botanical Garden / ???????? ???????????? ???","Yakutsk","Sakha (Yakutia) Republic","62.0392","129.7463"
"2096","Botanic Garden of Yaroslavl State University / ???????????? ??? ??????????? ??????????????","Yaroslavl","Yaroslavl oblast","57.62283","39.87715"
"2097","Botanical Garden of the Urals Branch of Russian Academy of Sciences","Yekaterinburg","Sverdlovsk Region","56.8378","60.5968"
"2098","Botanical Garden - Institute of  the Volga State Technological University / ???????????? ??? ???????","Yoshkar-Ola","Mari El republic","56.30","48.00"
"2099","Sakhalin Botanical Garden / ??????????? ???????????? ??? ??? ???","Yuzhno-Sakhalinsk","Sakhalin oblast","46.9612","142.7319"
"2100","Botanical Garden of the Scientific Research Institute of Agriculture of Khakassia","Zelenoe","Republic of Khakassia","53.3596","90"
"2101","Khakas Arboretum","Zelenoye","","47.1599","34.2800"
"2102","Arboretum de Ruhande","Butare","","-2.5920","29.7431"
"2103","Bukavu Arboretum/Garden","Cyangugu","","-2.4854","28.9103"
"2104","Vie et Environnement Rwanda","Kigali","","-1.8990449","29.3275953"
"2105","Clifford Arboretum","St Helena","","-15.9652","-5.7142"
"2106","Botanical Gardens of Nevis","Charlestown","Nevis","17.1412","-62.6271"
"2107","St Vincent Botanical Garden","Kingstown","","13.2034","-61.2652"
"2108","Vailima Botanical Garden Reserve","Vailima","","-13.8514","-171.7588"
"2109","Jardim Botanico do Bom Sucesso","","","0.289286","6.612258"
"2110","King Abdullah International Gardens (KAIG)","Riyadh","","24.536535","46.459969"
"2111","King Saud University Botanic Garden","Riyadh","Riyadh","24.6748","46.6977"
"2112","Madinat Yaubu Al-Sinaiyah Botanic Garden","Riyadh","","24.6748","46.6977"
"2113","National Commission for Wildlife Conservation and Development","Riyadh","","24.6748","46.6977"
"2114","National Herbarium and Genebank","Riyadh","","24.6748","46.6977"
"2115","Institut Fondamental d'Afrique Noire","Dakar","","14.6953","-17.4439"
"2116","Jardin Botanique de la Faculte des Sciences","Dakar","","14.6953","-17.4439"
"2117","Jardin Botanique des Parcs Forestier et Zoologique de Hann","Dakar","","14.6953","-17.4439"
"2118","Jardin d'Experimentation des Plantes Utiles (J.E.P.U.)","DAKAR - FANN","Région de Dakar","14.6953","-17.4439"
"2119","Jardin du Centre d'Application en Developpement Integre","Mbou","","14.6953","-17.4439"
"2120","Jevremovac Botanical Garden","Belgrade","","44.814476","20.473282"
"2121","Botanical Garden Novi Sad","Novi Sad","","45.25525","19.8516"
"2122","National Botanic Gardens Foundation","Mahe","","-4.6844","55.4503"
"2123","Bo Arboretum","Bo City","",NA,NA
"2124","Fourah Bay College Botanical Gardens","Freetown","","8.4821","-13.2134"
"2125","Kenema Nursery Arboretum","Kenema","","8.3026","-11.1681"
"2126","Gardens by the Bay","Singapore","","1.31134","103.81535"
"2127","Singapore Botanic Gardens","Singapore City","Singapore","1.3144","103.8211"
"2128","Singapore Botanic Gardens - seed bank","Singapore City","Singapore","1.3144","103.8211"
"2129","Botanicka Zahrada","Banska Stiavnica","","48.4500","18.9167"
"2130","Lesnicke arboretum  Kysihybel","Banska Stiavnica","","48.4500","18.9167"
"2131","Comenius University Botanic Garden","Bratislava","","48.1483","17.1073"
"2132","Comenius University Faculty of Pharmacy, Garden of Medicinal Plants","Bratislava","","48.1483","17.1073"
"2133","Botanická záhrada - Univerzity Pavla Jozefa Šafárika","Košice","","48.7209","21.2577"
"2134","Stredná lesnícka skola Jozefa Dekreta Matejovie","Liptovský Hrádok","","49.0365","19.7202"
"2135","Agricultural University of Nitra Botanic Garden","Nitra","","48.3128","18.0860"
"2136","Dept of Planting Design and Maintenance","Nitra","","48.305569","18.093389"
"2137","Plant Production Research Institute","Pieštany","","48.5858","17.8156"
"2138","Mlynany Arboretum SAS","Slepcany","","48.3555","18.3652"
"2139","Expozícia tatranskej prírody","Tatranská Lomnica","","49.1661","20.2813"
"2140","Arborétum Borová hora","Zvolen","","48.3500","19.1000"
"2141","Maribor University Botanic Garden","Hoce","","46.5573","15.6460"
"2142","University Botanic Gardens Ljubljana","Ljubljana","Slovenia","46.0514","14.5059"
"2143","Arboretum Volcji Potok","Radomlje","","46.0000","14.0000"
"2144","Juliana Alpine Botanical Garden","Trenta","","46.3812","13.7517"
"2145","Institut Za HMeljarstvo","Zalec","","46.2519","15.1651"
"2146","Honiara Botanic Gardens","Honiara","","-9.4267","159.9487"
"2147","Cape Flats Nature Reserve","Bellville","Western Cape","-33.935563","18.620007"
"2148","Harold Porter National Botanical Garden","Betty's Bay","Western Cape","-34.3474","18.9266"
"2149","Free State National Botanical Garden","Bloemfontein","Free State","-29.0539","26.2123"
"2150","Caledon Wildflower Garden","Caledon","Western Cape","-34.225442","19.42843"
"2151","Kirstenbosch National Botanical Garden","Claremont, Cape Town","Western Cape","-33.9891","18.4341"
"2152","Durban Botanic Garden","Durban","KwaZulu-Natal","-29.8479","31.0084"
"2153","New Plant Nursery","George","Western Cape","-33.994821","22.537153"
"2154","The Garden Route Botanical Garden","George","Western Cape","-33.946324","22.465018"
"2155","Makana Botanical Garden","Grahamstown","Eastern Cape","-33.314994","26.520789"
"2156","Drakensberg Botanic Garden","Harrismith","Free State","-28.284986","29.164698"
"2157","Hermanus Botanical Society","Hermanus","Western Cape","-34.399753","19.2641156"
"2158","Beechwood Botanical Gardens","Johannesburg","Gauteng","-26.13220","28.040929"
"2159","Brenthurst","Johannesburg","Gauteng","-26.171587","28.043894"
"2160","Johannesburg Botanic Garden, The","Johannesburg","Gauteng","-26.155245","27.999825"
"2161","Walter Sisulu National Botanical Garden","Johannesburg","Gauteng","-26.0873","27.8446"
"2162","Kwelera National Botanical Garden (NBG)","Kwelera","Eastern Cape","-32.9126071","28.0681584"
"2163","Misty Hills Botanical Garden and Arboretum","Muldersdrift","Gauteng","-26.1216","27.8484446"
"2164","Lowveld National Botanical Garden","Nelspruit","Mpumalanga","-25.4500","30.4833"
"2165","Hantam National Botanical Garden","Nieuwoudtville","Northern Cape","-31.374609","19.1107114"
"2166","Arboretum of the Municipality of Paarl","Paarl","Western Cape","-33.760668","18.975511"
"2167","KwaZulu-Natal National Botanical Garden","Pietermaritzburg","KwaZulu-Natal","-29.6075","30.3480"
"2168","University of KwaZulu-Natal Botanical Garden","Pietermaritzburg","KwaZulu-Natal","-29.625073","30.403557"
"2169","North-West University Botanical Garden","Potchefstroom","North West","-26.683082","27.09546"
"2170","Manie van der Schijff Botanical Garden","Pretoria","Gauteng","-25.751662","28.22923"
"2171","Pretoria National Botanical Garden","Pretoria","Gauteng","-25.7389","28.2721"
"2172","Blandford Manor","Randburg","Gauteng","-26.042522","27.963621"
"2173","Rustenburg High School Arboretum","Rustenburg","",NA,NA
"2174","Tlholego Ecovillage and Learning Centre","Rustenburg","North West","-25.6688","27.2396"
"2175","Stellenbosch University Botanical Garden","Stellenbosch","Western Cape","-33.936164","18.864453"
"2176","Thohoyandou Botanical Garden","Thohoyandou","Limpopo","-22.97268","30.46351"
"2177","Karoo Desert National Botanical Garden","Worcester","Western Cape","-33.6127","19.4507"
"2178","Anmyeondo Arboretum","","Choongcheongnam-do","36.49749","126.35534"
"2179","Chollipo Arboretum Foundation","","Chungchungnam-do","36.46","126.0800"
"2180","Gallery in the Garden","","Choongcheongnam-do","36.51891","126.62859"
"2181","Gayasan Wildflower Botanical Garden","","Gyeongsangbuk-do","35.49","128.8"
"2182","Hwanghaksan Arboretum","","Gyeonggi-do","37.27792","127.64855"
"2183","Jagulsan Healing Arboretum","","Gyeongsangnam-do","35.37449","128.20225"
"2184","Jeonbuk Daea Arboretum","","Jeollabuk-do","35.84683","127.12936"
"2185","Kohwun Garden","","Chungcheongnam-do","36.43527","126.76088"
"2186","Korea Botanic Garden","","Kangwon-do","37.70746","128.6151"
