"locality"
"Ranomafana Nat. Park, near Ambodiamontana"
"Pite lappmark: Arjeplog sn, Tjidtják, Davnastjårro, 1000 m SSO om p. 974, S-sluttning, kalfjäll, myr."
"Skåne: Fru Alstad sn. I torr gräsmark mellan åker och damm 200 m NO Lieholm. 2C 0h 18 41. 5.8.2010 Åke Svensson 15897"
"Kårarps grustag (Övraby f:g) Halland. Grusmark. Per Wahlén 11/8 -08 04C 8E 05 08"
"Norrbotten Älvsby: 100 m NO om inlppet i Stortjärnen, blåtåtelmyr, 24K 7b 17 22, 2005-07-06; Ahlm, Jan; Bnr = nb05 2115"
"Norrbotten: Piteå: 1,5 km VSV om Orrmyran, vägdike i i myrkant. 24L 0a 08 02   2011-06-08   Leg. Lennart Stenberg  nb11 0058"
"Norrbotten Edefors: 300 m SSO om Rödingtjärnens sydända, blockig bäckkant, 25K 8e 42 20, 2007-06-27; Davidsson, Irma; Bnr = nb07 0134"
"Norrbotten Pajala : 300 m NV-N Käymäjärvis SO-spets, oslagen äng, 28M 8b 46 24, 2006-07-24; Haraldsson, Kerstin & Williamsson, Mats; Bnr = nb06 2528"
"Norrbotten Piteå Markbygden kbfd: S. Brännträsk, tre små tjärnar, 50 m SO den sydligaste, Rismyr, intill liten göl, 24K 6b 45 36, 2001-07-17; Ström, Björn & Boström, Birger; Bnr = nb01 0660"
"Öland: Gärdslösa sn; Jämjö, 1,2 km VNV. I vägren. RN 6297262 1552903. 20 juli 2013. Åke Svensson, Charlotte Wigermo, Bengt Nilsson 8017"
"Norrbotten Edefors: Svartberget, 900 m NO-ONO om triangelpunkt 285,6, traktorväg på hygge, 26K 1g 43 40, 2007-07-01; Davidsson, Irma; Bnr = nb07 0248"
"Norrbotten Markbygden: 1,1 km OSO Storkaxen, fuktdråg i plantering, 24K 1a 07 15, 2005-07-18; Persson, Lennart & Groth, Hans; Bnr = nb05 1607"
"Norrbotten Överkalix: 1000 m sydväst Metträskbergtjärnen, vägkant vid vattenfyllt dike, 26M 4e 09 26, 2008-06-26; Haraldsson, Kerstin; Bnr = nb08 0165"
"Norrbotten Korpilombolo: 100 m NV Linkanojas utlopp i Kalixälven, ravinsluttning, på sand, 27L 9j 23 34, 2002-07-25; Ström, Björn & Hedlund, Åsa; Bnr = nb02 2797"
"Norrbotten Edefors: 850 m VNV-NV Lundbäckens korsning med landsvägen, ödegård vid Luleälven, fd äng, 25K 6h 39 39, 2007-06-26; Haraldsson, Kerstin; Bnr = nb07 1777"
"Flora Norwegica. Troms fylke: Rotsund sn. Pilteridalen. 5,9 km SSO Helgeli. Invid bäck på fjällhed. UTM 33W DC 93222, 32434. 27.7 2009 Åke Svensson, Charlotte Wigermo och Bengt Nilsson 16518"
"Norrbotten Piteå Markbygden kbfd: 600 m V Skavlidens topp, Bäckkant i hjulspår, 24J 2g 46 29, 2004-07-10; Davidsson, Irma; Bnr = nb04 0370"
"Norrbotten: Pajala: Liviöjärvi, Ylipää, 1950 m SV-SSV om transformatorn, fuktig ängsartad vägkant.  28M 4d 16 20  2006-07-13 Leg. Berit Renström  nb06 2451"
"Öland: Borgholm, Rosenfors hiker´s hostel. On dumped earth at the parkingplace. 18.VI.2005. 21818. Nils Lundqvist."
"Norrbotten Junosuando: Juopakoski, Torneälvs södra strand, 500 m ONO pkt 212,15, Örtrik, granskog, fuktig, 29L 0f 40 27, 2002-07-23; Hammarsjö, Claes & Read, Gill; Bnr = nb02 3012"
"Carex media. Flora Suecica. Lycksele lappmark: Tärna sn, Västansjö, N om Nedre Jovattnet. Blött vägdike. Koordinater (RT90): 7293705 1465227 ± 10. 2015-07-23. Thomas Karlsson nr 15030"
"Norrbotten Korpilombolo: Norra delen av Lahnasuando, torr gräsmark, 27M 4a 47 26, 2007-07-13; Hederås, Jan-Erik & Hansson, Åsa; Bnr = nb07 3621"
"Småland, Oskarshamn, Havslätt, nära campingplatsen, vägkant. 2003-07-14. Kjell Eriksson. 6350560 1540400"
"Norrbotten Piteå: Nedre Kåtamyran (östra blåmyren), södra delen, naturlig dämnigsvall, 24K 5i 46 19, 2001-08-14; Hammarsjö, Claes; Bnr = nb01 3276"
"Norrbotten Pajala: Skogskörväg och kulturmark 650 m SSO-SO Kaltiovaaras högsta del, utmagrad slåttervall, 28M 2f 27 19, 2008-07-11; Persson, Lennart & Jonsson, Maria; Bnr = nb08 4375"
"Ångermanland Tåsjö sn. 28/6 2005  SV. Tåsjöberget, 2500 m SSO Prästtjärnen. På 560 m-nivån, på trädbevuxen sluttningsmyr. Mats Bolin o Göran Westerström"
"Norrbotten Älvsby: Ängestorp, 150 m SV, Nästan torr bäck, 24K 8g 25 12, 2001-07-12; Groth, Hans & Ström, Björn; Bnr = nb01 0629"
"Härjedalen: Storsjö sn, Ljungdalen, 4700 m NV om Ljungdalens kyrka, Torkilstöten, 650 m SSO om toppen, SO-brant, fjälled. 182C (18C) 5i 2919. 6977967, 1341945. 6. 7. 2003. No. 6104. Leg. Göran Odelvik."
"Norrbotten Pajala: Pahajoki, 200 m sydost koja, vid bäck, 28M 2e 03 37, 2008-07-26; Haraldsson, Kerstin; Bnr = nb08 5787"
"Norrbotten Överkalix: Stormyrtorpet, ängsmark, 27M 2a 07 43, 2008-06-26; Davidsson, Irma; Bnr = nb08 1024"
"Norrbotten Pajala: Huuki, 650 m V Kotavakkovaaras topp, något fuktig ängsartad skogsmark, 29M 0h 41 12, 2008-07-14; Davidsson, Irma; Bnr = nb08 1862"
"Fjällklubbstarr. Lycksele Lappmark. Sorsele. Vindelälven, 5.1 km NNO om Ammarfjället (1459 m.); 5.6 km VNV. om Sjnjurtuoke (Sjnjurtjuk) (1206 m.). I nordvänd, kalkrik sluttningsmyr. Rubin: 25F 7j. RK-90 (WGS-84): O. 1498.016 N. 7337.154. Altitud: 820 mete"
"Skåne: Håslöv sn. I en bokdunge i parkartad trädgård O Ängavallen. 1C9e 4046. 22.6 2004. Åke Svensson"
"Norrbotten Markbygden: Brännträsk, bäcken 200 m V om bron, tuva i blockig bäck, 24K 6c 44 02, 2004-07-11; Hammarsjö, Claes & Groth, Hans; Bnr = nb04 1079"
"Norrbotten Edefors: 800 m S om Nedre Odjursbergets topp, dikad myr, 26K 0i 24 46, 2002-07-09; Davidsson, Irma & Boström, Birger; Bnr = nb02 0738"
"Norrbotten Muonionalusta: Rantalajoki skogsvägen N om, 2 km NV-NNV Laakapalos topp, liten öppen myr vid bäck, 30M 3b 45 05, 2001-07-27; Persson, Lennart; Bnr = nb01 2634"
"Härjedalen: Vemdalen sn, 3300 m NV om Grötfors, 350 m SV om Näsvallen,det sydligaste huset 150m VSV om bro över Norr-Veman vid bäck, skogsbryn 17E7a 1608. 6936656, 1400876. 3.7.2005. No. 7766. Leg. Göran Odelvik"
"Norrbotten Muonionalusta: Rautalajoki vid rutgränsen ca 150 m O om Lapplandsgränsen, stenig örtrik skogsbäckmiljö, 30M 4b 00 06, 2001-07-28; Persson, Lennart; Bnr = nb01 2666"
"Norrbotten Älvsby: Mattbergstjärnen, NV-delen, sjöstrand, 24K 9g 48 10, 2004-07-15; Davidsson, Irma; Bnr = nb04 1389"
"Kalmar, vägkant Ö Trångsundsvägen strax N om södra infarten till f.d. Volvo Kalmarverken. Rubin 4G 6g 4b2c Thomas Burén 2002-09-17"
"Uplandica. Saltsjö-Boo sn.; Skepparholmen. Äldre parkmark, m. gräsinsådder; Återf. (?) Av JED. 10I6h3342 15/6 2003. Henry Gudmundson"
"Tåsjö sn 22/6 2001. Ö. Rörström, där vägen slutar, efter stigen mot Klippsta, ca 500 m, i dalen mellan Fågelhastberget och Råberget, nära liten bäck. Göran Westerström"
"Norrbotten Edefors: Mellan Rundtjärnen och Långtjärnen, kärr, 26K 0j 24 07, 2000-07-18; Hammarsjö, Claes; Bnr = nb00 0090"
"Norrbotten Råneå: I skog 400 m O Fognästjärnens höjdprick, rik granskog, 25L 4j 37 22, 2005-07-15; Ahlm, Jan; Bnr = nb05 2182"
"Norrbotten Korpilombolo: Kalixälven, 1500 m V Yli-Teuravaaras topp, skogsvägsdike, 27M 6b 06 00, 2000-07-26; Green, Ian; Bnr = nb00 2013"
"Bodum 18/6 2002. Vid Västervattensbergets S-brant i sumpskog efter bäckdråg ca 50 m från skogsbilvägen. Göran Westerström"
"Lycksele Lappmark: Sorsele socken. Cirka 300 m. NO. om Forsavan invid renstängsel. Ett fåtal plantor i liten bäck. 661 meter. Subalpint. 4/8 2005. Torbjörn Peterson & Helena Karlberg."
"Norrbotten Muonionalusta: 1,3 km OSO kojan vid Färitievanmaa, älvstrandäng, skogsbäckutflöde, 29L 6g 09 37, 2001-07-30; Stenberg, Lennart & Haugen, Jorunn; Bnr = nb01 3041"
"Norrbotten Korpilombolo: Korpilovaara, vid väg 392, 1300 m SSV bäck-vägkorsningen, storvägdikesslänt, 27M 7d 29 36, 2000-07-30; Hammarsjö, Claes; Bnr = nb00 0141"
"Norrbotten Korpilombolo: 300 m NNO stora avtaget i Lahnajärvi by, gårdsområde, 27L 6h 47 19, 2007-07-25; Asplund, Gunvor & Zethraeus, Ulf; Bnr = nb07 5035"
"Hälsingland: Ytterhogdal sn, Kvistabäcken."
"Norrbotten Edefors: 350 m S tjärn 185, ravin, bäckkant vid inlopp i tjärnen, 26K 0j 36 04, 2007-07-05; Haraldsson, Kerstin & Davidsson, Irma; Bnr = nb07 0788"
"Norrbotten Älvsby: 200 m SO-SSO om Vitberget pkt 111,78, rikt skogsdsråg med bäck, 25K 4a 18 49, 2007-07-02; Stenberg, Lennart; Bnr = nb07 1378"
"Norrbotten Junosuando: 750 m S-SSV Keräsfaarinmella längst ut, vägslänt, 28L 9g 15 40, 2008-07-16; Groth, Hans & Hedlund, Åsa; Bnr = nb08 4995"
"Norrbotten Piteå landsförsamling: 900 m O-ONO Lidbodarna, blöt kant av dikad myr, 24K 1i 40 19, 2008-08-23; Davidsson, Irma; Bnr = nb08 8270"
"Norrbotten: Älvsby sn:  Stormyran, tjärnens sydöstra ände. Blåtåtel-vasskärr, mycket tuvigt.  25K 0a 35 18  2001-07-16  Leg. Claes Hammarsjö nb01 0894"
"Norrbotten Pajala: Liviöjärvi, Ylipää, 1950 m SV-SSV om transformatorn, fuktig ängsartad vägkant, 28M 4d 16 20, 2006-07-13; Renström, Berit; Bnr = nb06 2451"
"Norrbotten Överkalix: Fågelberget, 800 m S-SSV toppen, fuktigt vägdike, 27L 3g 02 38, 2007-07-26; Asplund, Gunvor & Zethraeus, Ulf; Bnr = nb07 5062"
"Norrbotten Piteå Markbygden kbfd: 650 m O Klockartjärnens SO-spets, fuktigt vägdike, 24J 2g 46 25, 2004-07-10; Davidsson, Irma; Bnr = nb04 0365"
"Flora Norwegica. Troms fylke: Rotsund sn. Pilteridalen. 5,9 km SSO Helgeli. Invid bäck på fjällhed. UTM 33W DC 93222, 32434. 27.7 2009 Åke Svensson, Charlotte Wigermo och Bengt Nilsson 16517"
"Hälsingland: Färila sn (Kårböle kapellförsamling), Ängraån (Ängerån)."
"Norrbotten Överkalix: 950 m NV-NNV om Siikajokis utlopp i Kalix älven, övre kanten av gammal torräng, 27M 2a 34 38, 2007-06-21; Davidsson, Irma; Bnr = nb07 0059"
"Norrbotten Piteå sn Markbygden kbfd: Holmtjärnarna, utloppet från den östra tjärnen, Fastmattemyr vid sel, mad, 24K 4e 45 49, 2001-07-10; Hammarsjö, Claes; Bnr = nb01 0848"
"Pirin, upper valley, Pretsanski valley."
"Norrbotten Svanstein: 100 m SV om Penttäjänjärvis nordspets, skogsvägkant, 27M 3i 21 09, 2007-07-25; Davidsson, Irma & Autio, Valborg; Bnr = nb07 0686"
"Norrbotten Piteå Markbygden kbfd: Stor-Sakriträsket i NV nära landsvägen, flarkmyr, 24K 2c 13 11, 2004-06-29; Persson, Lennart; Bnr = nb04 0615"
"Norrbotten Älvsby: Stormyran, tjärnens sydöstra ände, Blåtåtel-vasskärr, mycket tuvigt, 25K 0a 35 18, 2001-07-16; Hammarsjö, Claes; Bnr = nb01 0894"
"Norrbotten Älvsby: Blåbärsmyran, 50 m N tjärnen, kant av flarkmyr, 25K 1c 23 06, 2001-07-13; Stenberg, Lennart; Bnr = nb01 1078"
"Norrbotten Pajala: Aarearova 1,9 km V-VSV om väg 99:s bro över Aareajoki, skogsvägkant, 29M 0f 12 00, 2008-07-23; Stenberg, Lennart; Bnr = nb08 2841"
"Härjedalen: Storsjö sn, Ljungdalen, 5100 m. NV om Ljungdalens kapell, Torkilstöten, 350 m SSV om toppen, fjällhed.  182C (18C) 5i 3215. 6978216, 1341515. 17. 7. 2004. No. 7182. Leg. Göran Odelvik."
"Norrbotten Markbygden: Kroktjärnens nordligaste delsjö, 50 m N om sydostspetsen, flarkmyr vid sjö, 24K 6d 07 42, 2004-07-12; Davidsson, Irma & Groth, Hans; Bnr = nb04 1304"
"Östergötland: S:t Anna sn, 800 m ONO Djursö. R.N. 64753 15584. RUBIN 8H5b0334. Vägkant. 2001.06.09. Janne Andersson."
"Norrbotten Piteå Markbygden kbfd: Sundet mellan Storlångträsket och Lobblet, sjöstrand/kärr, 24K 1b 44 45, 2004-06-30; Persson, Lennart; Bnr = nb04 0645"
"Härjedalen: Storsjö sn, Ljungdalen, 7000 m. NV om Ljungdalens kapell, Kesudalen, Kesuvallen, strax N om å, O om bro, fuktig gräsmark vid ån. 182C (18C) 6i 0409. 6980469, 1340968. 16. 7. 2004. No. 7148. Leg. Göran Odelvik."
"Tåsjö sn 26/7 2001. Görden Ö. Rörström, på stig upp mot Råberget, o på Råbergets NV-sluttning. Rikligt. Göran Westerström"
"Norrbotten Pajala: Liviöjoki 2,7 km NO om Vittalakijärvis västra ände, skogsvägkant i frodig skog nära jokk, 28M 4c 47 32, 2008-07-23; Stenberg, Lennart; Bnr = nb08 5951"
"Norrbotten Edefors: Södra tjärnen, 1100 m OSO om Hedtjärnens sydostspets, kant av tjärn, 25K 5e 17 10, 2000-07-14; Groth, Hans & Davidsson, Irma; Bnr = nb00 1033"
"Norrbotten Pajala: Vid skogsvägen 900 m VSV-V om korsningen med Perejäjoki, fuktig schaktad mark, 28M 4b 36 26, 2006-07-21; Persson, Lennart; Bnr = nb06 3099"
"Norrbotten Överkalix: Kapellet i Jockfall, torrbacke, 27M 2b 28 00, 2008-06-26; Davidsson, Irma; Bnr = nb08 1043"
"Norrbotten Piteå Markbygden kbfd: Lobbets östra ände, något N om, starrkärr under sjöns högvattenlinje, 24K 1c 42 01, 2004-07-05; Hammarsjö, Claes; Bnr = nb04 0469"
"Carex. ÖLAND. N. Möckleby. Rosenberg 500 m ost. 6283186 1549868. Nyröjd betesmark. Tomas Burén 20160620"
"Norrbotten Råneå: N. Prästholm 300 m NO f.d kalkugn, , 25L 5i 36 03, 2005-07-14; Williamsson, Mats & Sigfridsson, Eva & Partridge, James; Bnr = nb05 0810"
"Norrbotten Älvsby: Sör-Grundträsket, 500 m V husklungan i Grundträsk, översvämmad blåtåtelstrandäng vid sjö, 25J 2j 01 44, 2001-07-12; Stenberg, Lennart; Bnr = nb01 1064"
"Norrbotten Piteå Markbygden kbfd: 450 m SSV skogsvägavtaget mot Brännheden, örtrikt, svagt sluttande skogsdråg, 24K 1b 18 19, 2004-06-30; Persson, Lennart; Bnr = nb04 0655"
"Flora Suecica Upl. Ekerö sn., Gällsta Ö. Ek-lund, på N: sidan, vid fridlyst ek; mulljord, m: Hepatica, Lonicera xy, Pulmonaria, Ranunculus auric fallax, Actaea, Viola mir: 10I5d0412 17/6 2003. Henry Gudmundson"
"Vestertana, Sjusjokka"
"Öland: Hulterstad sn; 600 m NO Gösslunda gård. I lövdunge. RN 6262400, 1544229. C. Wigermo, Å. Svensson, B. Nilsson 5974. 7 juni 2009"
"Norrbotten Älvsby: Kustjärnen, 1000 m SV-SSV Kustjärnbergets topp, bäckkant, 24K 9g 19 06, 2004-07-15; Davidsson, Irma; Bnr = nb04 1369"
"Jämtland, Kalls s:n, Anjan, myrmark. 2005-07-23. Kjell Eriksson. 7071400 1342900"
"Norrbotten Älvsby: Frostträsket, 100 m V om sydoständan, i sjö, 24K 8g 24 29, 2004-07-11; Davidsson, Irma; Bnr = nb04 0396"
"Norrbotten Älvsby: 200 m SV om Stupforsänget, åkant, 24K 8d 01 22, 2004-07-19; Stenberg, Lennart; Bnr = nb04 1677"
"Norrbotten Nederluleå: Alvik, 1800 m SV om Långbergets triangelpunkt 106,5, åstrand, 24L 7f 14 03, 2005-08-21; Davidsson, Irma & Haraldsson, Kerstin; Bnr = nb05 0496"
"Norrbotten Överluleå: 200 m S Hemträskets södra spets, igenväxande ängsmark vid väg, 25K 3h 28 21, 2001-09-03; Stenberg, Lennart; Bnr = nb01 3427"
"Halleberg, Gaddetorp"
"Skåne: L. Slågarp sn. I kärr invid damm 300 m NNO kyrkan i L. Slågarp. RUBIN 1C9g 49 32.Å. Svensson, C. Wigermo 17058. 19 juni 2011"
"Skåne: L. Slågarp sn. I kärr invid damm 300 m NNO kyrkan i L. Slågarp. RUBIN 1C9g 49 32.Å. Svensson, C. Wigermo 17045. 19 juni 2011"
"Härjedalen: Sveg sn, Sveg, 450 m. SO om Svegs kyrka, S om campingplats, Lillön i Ljusnan, strandkant. 163D (16E) 6e 0647. 6880623, 1424773. 2. 7. 2003. No. 5992. Leg. Göran Odelvik."
"Norrbotten Karl Gustav: Kankaanranta, 100 m V  om bäckmynningen, norra stranden,  videsnår mot äng, 26N 1d 18 13, 2006-07-03; Haraldsson, Kerstin & Autio, Valborg; Bnr = nb06 1303"
"Norrbotten Nedertorneå: Musta i nordöstra delen, strandäng med stenar, östvänd, 25N 2d 40 18, 2006-07-06; Stenberg, Lennart & Riedle, Sebastian; Bnr = nb06 0577"
"Norrbotten Överkalix: Vallsjärv sjö, 200 m V Källesgården, äng, 100 m från sjön, 27M 1a 49 09, 2007-07-17; Haraldsson, Kerstin & Hedlund, Åsa; Bnr = nb07 4277"
"Norrbotten Överkalix: 700 m NNO om Byträskets norra ände, vägdike, 26M 3d 36 17, 2008-06-26; Stenberg, Lennart & Räsänen, Juhani; Bnr = nb08 0470"
"Norrbotten Junosuando: Vuostojokis korsning med Saittarovavägen, jokkstrand, 28L 9e 12 15, 2006-07-21; Stenberg, Lennart; Bnr = nb06 2672"
"Norrbotten Överkalix: Muggträskbäcken, 1450 m SSO bäckförgreningen, vid bäck, 26L 6h 12 25, 2008-07-22; Jönsson, Lennart; Bnr = nb08 3814"
"Norrbotten Hietaniemi: Kotaniemi, igenväxande kulturmark, 26M 1h 38 00, 2006-07-03; Persson, Lennart; Bnr = nb06 0811"
"Norrbotten Edefors: Flarkåns norra sida 250 m nedströms landsvägsbron, åkant, 25K 9h 36 09, 2007-07-03; Persson, Lennart; Bnr = nb07 2518"
"at the bath at Rastsjön, 700 m W of Kansarbyn"
"Norrbotten Råneå: Vitån 800 m SV Hedgården, bäckdelta mot granskog, 25L 6j 44 27, 2000-08-04; Groth, Hans & Renström, Berit; Bnr = nb00 1930"
"Norrbotten Nederkalix: Naatselkätorpet, källpåverkad ängsmark, 25N 7b 35 16, 2006-07-01; Renström, Berit & Groth, Hans; Bnr = nb06 1422"
"Sweden, province Småland, Torsås, between road Ekbacksvägen and stream Bruatorpsån. - Edge of pond."
"Norrbotten Överkalix: Bäckhultet NO om torpet, blöthål på igenväxande äng, 27L 1j 47 49, 2007-07-24; Stenberg, Lennart & Paszko, Beata; Bnr = nb07 4743"
"Norrbotten Överkalix: 600 m S kojan vid Sistkostforsen, älvstrand, 27L 0j 03 03, 2001-06-25; Ahlm, Jan; Bnr = nb01 0177"
"Norrbotten Nedertorneå: Kaakurilammi, 1100 m O-ONO om sjöns nordspets, i bäck, 25N 6e 47 25, 2006-06-30; Davidsson, Irma & Autio, Valborg; Bnr = nb06 0166"
"Blekinge: Sillhövda sn; 1,2 km NO Åbyholm På mad. RUBIN 4F Ih 39 33, enligt RN 625 89 92, 148 83 70  B.Nilsson 20 aug 2008"
"Norrbotten Tärendö: Trendöälven 400 m V Lauttakoskis forsnacke, älvstrand i vattet ovan forsnacke, 5 m från stranden, 28L 7g 42 24, 2006-07-16; Stenberg, Lennart; Bnr = nb06 2029"
"Skåne: Tygelsjö sn. 450 m ONO Tygelsjö kyrka. Vägdike vid motorväg. 2C1e 3034. 18.6 2007 Åke Svensson 14765"
"Norrbotten Älvsby: Skataudden längst i söder, sjöstrandäng, 24K 8h 34 02, 2001-07-17; Stenberg, Lennart; Bnr = nb01 1143"
"Vasstarr. Uppland, Djurö socken, Hölö, Öträsket, V-sidan. Bland vitmossa och Skvattram i fastare mark nära vattnet. Tanig, dåligt utvecklad. GPS: N. 59.16.117 O. 018.40.754. Rubin: 10J 5c 0537. 1/7 2001. Torbjörn Peterson."
"Norrbotten Nederluleå: Höbäcken, 600 m ONO Tälltjärnens västra vik, bäck, 24L 9e 30 36, 2001-08-04; Davidsson, Irma & Berthelsen, May; Bnr = nb01 3142"
"Dalsland, Örs s:n, mellan Örsjön och Götesjön, sankmark. 2004-07-15. Kjell Eriksson & Stefan Hult. 6510860 1298600"
